instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿har.ct.0132,﻿church,﻿Holy Trinity,English,,,,,﻿Hartford County,﻿Hartford,﻿Hartford,﻿CT,﻿CT,41.76119788,-72.67692965,,,,﻿jam_fitton_001,﻿Rev.,﻿James Fitton,,,,,,,,1835,﻿https://connecticuthistory.org/connecticuts-first-roman-catholic-church/ ;  https://spsact.org/our-parish/our-history/,,﻿,﻿,﻿Boston,Boston
﻿har.ct.0132,﻿church,﻿Holy Trinity,English,,,,,﻿Hartford County,﻿Hartford,﻿Hartford,﻿CT,,41.76119788,-72.67692965,,,,﻿fra_kiernan_901,﻿Rev.,﻿Francis Kiernan,,,,,,,,1835,,,﻿,﻿,﻿Boston,Boston
﻿har.ct.0097,﻿church,﻿Christ's Church,English,,,,,﻿New Haven County,﻿New Haven,﻿New Haven,﻿CT,﻿CT,41.76119788,-72.67692965,,,,﻿jam_mcdermott_001,﻿Rev.,﻿James McDermott,,,,,,,,1835,﻿https://en.wikipedia.org/wiki/Christ_Church_(New_Haven),,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0191,﻿church,﻿Worcester Congregation,English,,,,,,,﻿Worchester,,﻿MA,42.25966751,-71.79639827,,,,﻿jam_fitton_001,﻿Rev.,﻿James Fitton,,,,,,,,1835,"﻿http://church.stmichaelschoolct.com/our-story/#:~:text=In%20July%20of%201830%2C%20Father,Michael%20the%20Archangel.",,﻿,﻿,﻿Boston,Boston
﻿har.ct.0001,﻿church,not recorded,English,,,,,﻿Providence County,﻿Providence,﻿Providence,﻿RI,﻿RI,41.819256,-71.416556,,,,﻿con_lee_901,﻿Rev.,﻿Constantine Lee,,,,,,,,1835,"﻿After looking at the history, I am thinking it is in fact the church that would go on to be the cathedral in later years: https://www.providencecathedral.org/cathedral-history",,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0054,﻿church,not recorded,English,,,,,﻿Providence County,﻿Canton,﻿Canton,﻿RI,﻿MA,42.1764,-71.12907,,,,﻿con_lee_901,﻿Rev.,﻿Constantine Lee,,,,,,,,1835,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0074,﻿church,not recorded,English,,,,,﻿Bristol County,﻿Fall River,﻿Fall River,﻿RI,﻿MA,41.6989912,-71.1575452,,,,﻿con_lee_901,﻿Rev.,﻿Constantine Lee,,,,,,,,1835,,,﻿,﻿,﻿Boston,Boston
﻿har.ct.0026,﻿church,not recorded,English,,,,,﻿Providence County,﻿Pawtucket,﻿Pawtucket,﻿RI,﻿RI,41.88325633,-71.38365071,,,,﻿con_lee_901,﻿Rev.,﻿Constantine Lee,,,,,,,,1835,﻿https://www.saintmaryri.org/,,﻿,﻿,﻿Boston,Boston
﻿har.ct.0025,﻿church,not recorded,English,,,,,﻿Newport County,﻿Newport,﻿Newport,﻿RI,﻿RI,41.483933,-71.312394,,,﻿[visited] every other Sunday [by] Rev. John Corry,﻿joh_corry_901,﻿Rev.,﻿John Corry,,,,,,,,1835,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001,﻿cathedral,﻿Cathedral of the Holy Cross,English,,,,,﻿Suffolk County,﻿Boston,﻿Boston,﻿MA,﻿MA,42.340779,-71.06951,,,,﻿ben_j_fenwick_901,﻿Right Rev.,﻿Benedict Fenwick,﻿D. D.,,,,,,,1835,﻿https://bostoncathedral.com/history,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001,﻿cathedral,﻿Cathedral of the Holy Cross,English,,,,,﻿Suffolk County,﻿Boston,﻿Boston,﻿MA,,42.340779,-71.06951,,,,﻿wil_tyler_901,﻿Very Rev.,﻿Wm. Tyler,,,,,,,,1835,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001,﻿cathedral,﻿Cathedral of the Holy Cross,English,,,,,﻿Suffolk County,﻿Boston,﻿Boston,﻿MA,,42.340779,-71.06951,,,,﻿mic_healy_901,﻿Very Rev.,﻿Michael Healy,,,,,,,,1835,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001,﻿cathedral,﻿Cathedral of the Holy Cross,English,,,,,﻿Suffolk County,﻿Boston,﻿Boston,﻿MA,,42.340779,-71.06951,,,,﻿curtin_901,﻿Rev. Mr.,﻿Curtin,,,,,,,,1835,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001_02,﻿chapel,﻿St. Aloysius' Chapel,English,"﻿under the Cathedral, is appropriated exclusively to the use of the children of the Congregation",,,,﻿Suffolk County,﻿Boston,,﻿MA,﻿MA,41.76119788,-72.67692965,,﻿is served by one of the above-mentioned clergymen,,,,,,,,,,,,1835,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0012,﻿church,﻿St. Augustin's Church,English,,﻿South Boston,,,﻿Suffolk County,﻿Boston,﻿Boston,﻿MA,﻿MA,42.334167,-71.049444,,,,﻿tho_lynch_001,﻿Rev.,﻿Thomas Lynch,,,,,,,,1835,﻿https://en.wikipedia.org/wiki/Saint_Augustine_Chapel_and_Cemetery ; https://www.gateofheavenstbrigid.org/st-augustine-cemetery-chapel,,﻿,﻿,﻿Boston,Boston
