instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persRole,persSuffix,persNote,memberType,member,affiliated,order,year,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,,,,﻿j_b_lamy_001,﻿Rt. Rev.,﻿J. B. Lamy,,﻿D.D.,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,,,,﻿pet_eguillon_001,﻿Very Rev.,﻿Peter Eguillon,﻿Rector,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,,,,﻿p_bernal_001,﻿Rev.,﻿P. Bernal,﻿Assistant,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,,,,﻿a_fourchaigu_001,﻿Rev.,﻿A. Fourchaign,﻿Assistant,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0002,﻿chapel,﻿Chapel of N. Sen. del Rosario,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0003,﻿chapel,﻿Chapel of Na. Senora de Guadelupe,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0004,﻿chapel,﻿Chapel of San Miguel,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6835081,-105.9376984,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0005,﻿chapel,﻿Chapel of Na. Sra. de la Luz,English,﻿two chapels,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6748087,-105.9154969,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0200,﻿chapel,﻿Chapel of Na. Sra. de la Luz,English,﻿two chapels,,﻿Santa Fé,,,,,﻿NM,,35.5707835,-106.3378843,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0006,﻿chapel,﻿Chapel of San Isidro,English,,,﻿Santa Fé,,,﻿Aguafria,﻿Aguafria,﻿NM,,35.6643582,-106.016579,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0007,﻿chapel,﻿Chapel of San José,English,,,﻿Santa Fé,,,﻿Cienega,﻿Cienega,﻿NM,,35.5650493,-106.1155773,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0008,﻿chapel,﻿Chapel of N. Sen. de los Remedios,English,,,﻿Santa Fé,,,﻿Galisteo,﻿Galisteo,﻿NM,,35.3955945,-105.9464093,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1869.0,﻿,﻿,﻿SantaFé,SantaFe
