instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿alb.ny.0157,﻿church,not recorded,English,,,,﻿Columbia County,﻿Columbia County,﻿Kinderhook,﻿Kinderhook,﻿NY,,,,﻿alb.ny.0299,﻿attended from Valatie,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0158,﻿church,﻿St. John's,English,,,,﻿Jefferson County,﻿Jefferson County,﻿Lafargeville,﻿La Fargeville,﻿NY,,,,﻿alb.ny.0072,﻿attended from Clayton,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0159,﻿church,﻿St. John the Baptist,English,,,,﻿Essex County,﻿Rensselaer County,﻿Lansingburgh,﻿Lansingburgh,﻿NY,,,,,,,﻿tho_galberry_001,﻿Very Rev.,﻿Thomas Galberry,﻿O.S.A.,"﻿Commissary General, and Augustinian Fathers",,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0163,﻿church,﻿St. Mary's,English,,,,﻿Columbia County,﻿Columbia County,﻿Lebanon Springs,﻿New Lebanon,﻿NY,,,,﻿alb.ny.0067,﻿attended from Chatham Four Corners,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0164,﻿church,not recorded,English,,,,﻿Jefferson County,﻿Jefferson County,﻿Le Raysville,﻿Fort Drum,﻿NY,,,,,﻿attended from —,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0165,﻿church,not recorded,English,,,,﻿Lewis County,,﻿Lewisburgh,,﻿NY,,,,﻿alb.ny.0168,﻿attended from Lowville,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0166,﻿church,﻿Church of the Assumption,English,,,,﻿Herkimer County,﻿Herkimer County,﻿Little Falls,﻿Little Falls,﻿NY,,,,,,,﻿edw_f_van-campenhoudt_001,﻿Rev.,﻿Edward F. Van Campenhoudt,,﻿Pastor,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0166,﻿church,﻿Church of the Assumption,English,,,,﻿,﻿Herkimer County,﻿Little Falls,﻿Little Falls,﻿NY,,,,,,,﻿ant_ludden_001,﻿Rev.,﻿Anthony Ludden,,﻿Assistant,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0167,﻿church,not recorded,English,,,,﻿Oswego County,﻿Oswego County,﻿Little France,﻿Little France,﻿NY,,,,﻿alb.ny.0167,"﻿attended from Franciscan Convent, Syracuse",,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0168,﻿church,not recorded,English,,,,﻿Lewis County,﻿Lewis County,﻿Lowville,﻿Lowville,﻿NY,,,,,,,﻿jos_fitzgerald_001,﻿Rev.,﻿Joseph Fitzgerald,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0171,﻿church,not recorded,English,,,,﻿Oneida County,﻿Oneida County,﻿McConnelsville,﻿McConnellsville,﻿NY,,,,﻿alb.ny.0113,﻿attended from Florence,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0172,﻿church,not recorded,English,,,,﻿Columbia County,﻿Columbia County,﻿Malden,﻿Malden,﻿NY,,,,﻿alb.ny.0299,﻿attended from Valatie,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0173,﻿church,﻿St. Joseph's,English,,,,﻿Franklin County,﻿Franklin County,﻿Malone,﻿Malone,﻿NY,,,,,,,﻿jam_j_sherry_001,﻿Rev.,﻿James Sherry,,﻿Pastor,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
