instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persRole,persSuffix,persNote,memberType,member,affiliated,order,year,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,,,,﻿j_b_lamy_001,﻿Rt. Rev.,﻿J. B. Lamy,,﻿D.D.,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,,,,﻿pet_eguillon_001,﻿Very. Rev.,﻿Peter Eguillon,﻿Rector,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,,,,﻿j_b_courbon_001,﻿Rev.,﻿J. B. Courbon,﻿Assistant,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0001,﻿cathedral,﻿Cathedral of San Francisco de Assis,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,,,,﻿j_valesy_001,﻿Rev.,﻿Mr. Valezy,﻿Assistant,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0002,﻿chapel,﻿Chapel of N. Sen. del Rosario,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0003,﻿chapel,﻿Chapel of Na. Senora de Guadelupe,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6869752,-105.937799,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0004,﻿chapel,﻿Chapel of San Miguel,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6835081,-105.9376984,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0005,﻿chapel,﻿Chapel of Na. Señora de la Luz,English,,,﻿Santa Fé,,,﻿Santa Fé,﻿Santa Fé,﻿NM,,35.6748087,-105.9154969,﻿san.nm.0001,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0006,﻿chapel,﻿Chapel of San Isidro,English,,,﻿Santa Fé,﻿Santa Fe,,﻿Aguafria,﻿Aguafria,﻿NM,,35.6643582,-106.016579,﻿san.nm.0001,﻿Attended from Santa Fe,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0007,﻿chapel,﻿Chapel of San José,English,,,﻿Santa Fé,,,﻿Cienega,﻿Cienega,﻿NM,,35.5650493,-106.1155773,﻿san.nm.0001,﻿Attended from Santa Fe,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0008,﻿chapel,﻿Chapel of N. Sen. de los Remedios,English,,,﻿Santa Fé,,,﻿Galisteo,﻿Galisteo,﻿NM,,35.3955945,-105.9464093,﻿san.nm.0001,﻿Attended from Santa Fe,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0009,﻿chapel,﻿Chapel of N. Sen. de los Angeles,English,,,﻿Santa Fé,,,﻿Pecos,﻿Pecos,﻿NM,,35.5742031,-105.675016,﻿san.nm.0001,﻿Attended from Santa Fe,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0219,﻿chapel,not recorded,English,,,﻿Peña Blanca,,,﻿Placer de Dolores,,﻿NM,,35.5707835,-105.675016,,﻿Attended from Santo Domingo,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0124,﻿chapel,﻿Chapel of San Buenaventura,English,,,﻿Peña Blanca,,,﻿Placer de San Francisco,,﻿NM,,34.9727305,-105.0323635,,﻿Attended from Santo Domingo,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0010,﻿chapel,﻿Chapel of San Isidro,English,,,﻿Santa Fé,,,﻿Rio Tesuque,﻿Tesuque,﻿NM,,35.75787555,-105.9240819,﻿san.nm.0001,﻿Attended from Santa Fe,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0011,﻿chapel,﻿Chapel of San Diego,English,﻿Pueblo Indians,,﻿Santa Fé,,,﻿Tesque,﻿Tesuque Pueblo,﻿NM,,35.82501023,-105.9784144,﻿san.nm.0001,﻿Attended from Santa Fe,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0013,﻿church,﻿Santa Rosa's Chapel,English,,,﻿Abiquiu,,,﻿Abiquiu,﻿Abiquiu,﻿NM,,34.93867,-104.6824892,,,,﻿p_bernal_001,﻿Rev.,﻿Peter Bernal,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0013,﻿church,﻿Santa Rosa's Chapel,English,,,﻿Abiquiu,,,﻿Abiquiu,﻿Abiquiu,﻿NM,,34.93867,-104.6824892,,,,﻿m_rolly_002,﻿Rev.,﻿M. Rolly,﻿Assistant,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0014,﻿chapel,not recorded,English,,,﻿Abiquiu,,,﻿El Rito,﻿El Rito,﻿NM,,36.3434814,-104.6824892,﻿san.nm.0012,﻿Attended from Abiquiu,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0015,﻿chapel,not recorded,English,,,﻿Abiquiu,,,﻿Los Ancones,﻿Ancones,﻿NM,,36.423908,-106.0630763,﻿san.nm.0012,﻿Attended from Abiquiu,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0016,﻿chapel,not recorded,English,,,﻿Abiquiu,,,﻿Servieta,,﻿NM,,36.55330238,-105.9355489,﻿san.nm.0012,﻿Attended from Abiquiu,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0022,﻿church,﻿Parish Church of San Felipe de Neri,English,,,﻿Albuquerque,,,﻿Albuquerque,﻿Albuquerque,﻿NM,,35.096779,-106.6700849,,,,﻿j_a_truchard_001,﻿Very Rev.,﻿John Augustine Truchard,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0022,﻿church,﻿Parish Church of San Felipe de Neri,English,,,﻿Albuquerque,,,﻿Albuquerque,﻿Albuquerque,﻿NM,,35.096779,-106.6700849,,,,﻿ale_matonet_001,﻿Rev.,﻿A. Mathoust,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0023,﻿chapel,﻿Chapel of San José,English,,,﻿Albuquerque,,,﻿Ranchos de Albuq.,﻿Los Ranchos de Albuquerque,﻿NM,,35.1619885,-106.6428038,﻿san.nm.0022,﻿Attended from Albuquerque,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0024,﻿chapel,﻿Chapel of Na. Sen. de Carmel,English,,,﻿Albuquerque,,,﻿El Rancho,﻿Albuquerque,﻿NM,,35.1762588,-106.5698244,﻿san.nm.0022,﻿Attended from Albuquerque,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0025,﻿chapel,﻿Chapel of La Natividad,English,,,﻿Albuquerque,,,﻿Lalameda,﻿Alameda,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0022,﻿Attended from Albuquerque,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0026,﻿chapel,﻿San Antonio's Chapel,English,,,﻿Albuquerque,,,﻿San Antonio,﻿San Antonio,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0022,﻿Attended from Albuquerque,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0027,﻿chapel,﻿Chapel of San José,English,,,﻿Albuquerque,,,﻿Los Barelos,﻿Albuquerque,﻿NM,,35.042073,-106.6468148,﻿san.nm.0022,﻿Attended from Albuquerque,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0029,﻿chapel,﻿Chapel of San José,English,,,﻿Abiquiu,,,﻿Rancheros de Atrisco,﻿Albuquerque,﻿NM,,35.042073,-106.6468148,﻿san.nm.0022,﻿Attended from Albuquerque,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0151,﻿church,﻿Church of Na. en. de Doloress,English,,,﻿Taos,,,﻿Arroyo Hondo,﻿Arroyo Hondo,﻿NM,,36.5361394,-105.6698971,﻿san.nm.0141,﻿Attended from Taos,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0153,﻿chapel,﻿Chapel of La SSma. Trinidad,English,,,﻿Taos,,,﻿Arroyo Seco,﻿Arroyo Seco,﻿NM,,36.5166928,-105.5691763,﻿san.nm.0141,﻿Attended from Taos,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0143,﻿chapel,﻿San Antonio's,English,,,,,,﻿San Antonio,﻿Taos,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0141,﻿Attended from Taos,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0030,﻿church,not recorded,English,,,﻿Antonchico,,,﻿Antonchico,﻿Anton Chico,﻿NM,,35.2011473,-105.1433163,,,,﻿j_faurs_001,﻿Rev.,﻿John B. Fayet,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0032,﻿chapel,not recorded,English,,,﻿Antonchico,,,﻿Chaperito,﻿Chaperito,﻿NM,,35.32476819,-104.9102304,﻿san.nm.0030,﻿Attended from Antonchico,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0035,﻿chapel,not recorded,English,,,﻿Antonchico,,,﻿Urupa,,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0030,﻿Attended from Antonchico,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0245,﻿chapel,not recorded,English,,,﻿Antonchico,,,﻿Agua Negra,,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0030,﻿Attended from Antonchico,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0033,﻿chapel,﻿Chapel of San Augustin,English,,,﻿Antonchico,,,﻿Valles de San Augustin,﻿San Augustin,﻿NM,,35.457823,-105.1458373,﻿san.nm.0030,﻿Attended from Antonchico,,,,,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
﻿san.nm.0038,﻿church,﻿Parish Church of Na. Senora de Belen,English,,,﻿Belen,,,﻿Belen,﻿Belen,﻿NM,,34.6627652,-106.7761546,,,,﻿eug_paulet_001,﻿Rev.,﻿Eugenio Paulet,,,,,,,,1866.0,﻿,﻿,﻿SantaFé,SantaFe
