instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,temp,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿stp.mn.0014,﻿station,not recorded,English,,,,﻿Blue Earth County,﻿Blue Earth County,﻿Watowan,,,,43.8409654,-93.831085,﻿stp.mn.0012,﻿Visited by Rev. V. Sommereisen,,,,,,,,,,,,1869,92.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0017,﻿church,﻿Church of the Holy Trinity,English,,,,﻿Brown County,﻿Brown County,﻿New-Ulm,,,,43.8409654,-93.831085,,﻿,,,﻿Rev.,﻿Wm. Kibler,,,,,,,,1869,93.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0018,﻿church,﻿Church of St. Lambert,English,,,,﻿Brown County,﻿Brown County,﻿Cottonwood,,,,43.8409654,-93.831085,﻿stp.mn.0017,﻿Visited by Rev. Wm. Kibler,,,,,,,,,,,,1869,94.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0046,﻿church,﻿Church of Our Lady of Mount Carmel,English,,,,﻿Faribault County,﻿Faribault County,﻿Wisner's Grove,,,,43.8409654,-93.831085,﻿stp.mn.0012,﻿Visited by Rev. V. Sommereisen,,,,,,,,,,,,1869,95.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0047,﻿church,﻿Church of SS. Peter and Paul,English,,,,﻿Faribault County,﻿Faribault County,﻿Blue Earth City,,,,43.8409654,-93.831085,﻿stp.mn.0012,﻿Visited by Rev. V. Sommereisen,,,,,,,,,,,,1869,96.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0101,﻿station,not recorded,English,"﻿New county, scattering stations",,,﻿Martin County,﻿Martin County,,,,,43.8409654,-93.831085,﻿stp.mn.0012,﻿Visited by Rev. V. Sommereisen,,,,,,,,,,,,1869,97.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0129,﻿church,﻿Church of the Immaculate Conception,English,,,,﻿Rice County,﻿Rice County,﻿Faribault,,,,43.8409654,-93.831085,,﻿,,,﻿Rev.,﻿Geo. Keller,,,,,,,,1869,98.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0131,﻿church,﻿Church of the Annunciation,English,,,,﻿Rice County,﻿Rice County,﻿Webster,,,,44.529686,-93.352723,﻿stp.mn.0035,﻿Visited by Rev. P. Bayer,,,,,,,,,,,,1869,99.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0130,﻿church,﻿Church of St. Patrick,English,,,,﻿Rice County,﻿Rice County,﻿Shieldsville,,,,44.529686,-93.352723,,﻿,,,﻿Rev.,﻿A. Seel,,,,,,,,1869,100.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0132,﻿church,﻿Church of St. Louis,English,,,,﻿Rice County,﻿Rice County,﻿Wheatland,,,,44.529686,-93.352723,﻿stp.mn.0130,﻿Visited by Rev. A. Seel,,,,,,,,,,,,1869,101.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0133,﻿station,not recorded,English,,,,﻿Rice County,﻿Rice County,﻿East-Prairie,,,,44.529686,-93.352723,﻿stp.mn.0129,﻿Visited by Rev. Geo. Keller,,,,,,,,,,,,1869,102.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0134,﻿church,not recorded,English,,,,﻿Rice County,﻿Rice County,﻿Erin,,,,44.403067,-93.480135,﻿stp.mn.0130,﻿Visited by Rev. A. Seel,,,,,,,,,,,,1869,103.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0135,﻿church,not recorded,English,,,,﻿Rice County,﻿Rice County,﻿Northfield,,,,44.403067,-93.480135,﻿stp.mn.0129,﻿Visited by Rev. Geo. Keller,,,,,,,,,,,,1869,104.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0182,﻿church,﻿Church of the Nativity,English,,,,﻿Waseca County,﻿Waseca County,﻿St. Mary's,,,,44.403067,-93.480135,,,,,﻿Rev.,﻿John McDermott,,,,,,,,1869,105.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0183,﻿station,not recorded,English,,,,﻿Waseca County,﻿Waseca County,﻿Bloomington,,,,44.403067,-93.480135,﻿stp.mn.0182,﻿Visited by Rev. J. McDermott,,,,,,,,,,,,1869,106.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0184,﻿station,not recorded,English,,,,﻿Waseca County,﻿Waseca County,﻿Okoman,,,,44.403067,-93.480135,﻿stp.mn.0182,﻿Visited by Rev. J. McDermott,,,,,,,,,,,,1869,107.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0185,﻿station,not recorded,English,,,,﻿Waseca County,﻿Waseca County,﻿Janesville,,,,44.403067,-93.480135,﻿stp.mn.0182,﻿Visited by Rev. J. McDermott,,,,,,,,,,,,1869,108.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0147,﻿station,not recorded,English,,,,﻿Steele County,﻿Steele County,﻿Owatonna,,,,44.403067,-93.480135,﻿stp.mn.0129,﻿Visited by Rev. Geo. Keller,,,,,,,,,,,,1869,109.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0148,﻿station,not recorded,English,,,,﻿Steele County,﻿Steele County,﻿Juno or Mulloy Settlement,,,,44.403067,-93.480135,﻿stp.mn.0129,﻿Visited by Rev. Geo. Keller,,,,,,,,,,,,1869,110.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0041,﻿church,not recorded,English,﻿church in course of erection,,,﻿Dodge County,﻿Dodge County,﻿Mantorville,,,,44.403067,-93.480135,﻿stp.mn.0120,﻿Visited by Rev. Thomas O'Gorman,,,,,,,,,,,,1869,111.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0042,﻿station,not recorded,English,,,,﻿Dodge County,﻿Dodge County,﻿Rice Lake,,,,44.403067,-93.480135,﻿stp.mn.0129,﻿Visited by Rev. Geo. Keller,,,,,,,,,,,,1869,112.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0102,﻿church,﻿Church of St. Augustin,English,,,,﻿Mower County,﻿Mower County,﻿Austin,,,,43.670039,-92.980759,﻿stp.mn.0182,﻿Visited by Rev. J. McDermott,,,,,,,,,,,,1869,113.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0103,﻿station,not recorded,English,,,,﻿Mower County,﻿Mower County,﻿Adamstown,,,,43.670039,-92.980759,﻿stp.mn.0182,﻿Visited by Rev. John McDermott,,,,,,,,,,,,1869,114.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0057,﻿church,not recorded,English,,,,﻿Freeborn County,﻿Freeborn County,﻿Albert Lee,,,,43.670039,-92.980759,﻿stp.mn.0182,﻿Visited by Rev. John McDermott,,,,,,,,,,,,1869,115.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0059,﻿station,not recorded,English,,,,﻿Freeborn County,﻿Steele County,﻿Beaver Lake,,,,43.670039,-92.980759,﻿stp.mn.0182,﻿Visited by Rev. John McDermott,,,,,,,,,,,,1869,116.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0058,﻿church,not recorded,English,,,,﻿Freeborn County,﻿Freeborn County,﻿Geneva,,,,43.823293,-93.267708,﻿stp.mn.0182,﻿Visited by Rev. John McDermott,,,,,,,,,,,,1869,117.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0060,﻿station,not recorded,English,,,,﻿Freeborn County,﻿Freeborn County,﻿Kannavan Settlement,,,,43.823293,-93.267708,﻿stp.mn.0182,﻿Visited by Rev. John McDermott,,,,,,,,,,,,1869,118.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0061,﻿station,not recorded,English,,,,﻿Freeborn County,﻿Freeborn County,﻿Twin Lakes,,,,43.823293,-93.267708,﻿stp.mn.0182,﻿Visited by Rev. John McDermott,,,,,,,,,,,,1869,119.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0062,﻿church,﻿Church of St. Joseph,English,,,,﻿Goodhue County,﻿Goodhue County,﻿Redwing,,,,43.823293,-93.267708,,﻿,,,﻿Rev.,﻿J. Knauff,,,,,,,,1869,120.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0063,﻿church,﻿Church of St. Columbkill,English,,,,﻿Goodhue County,﻿Goodhue County,﻿Belle Creek,,,,44.420421,-92.702154,﻿stp.mn.0062,﻿Visited by Rev. J. Knauff,,,,,,,,,,,,1869,121.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0064,﻿church,﻿Church of Blessed Virgin,English,,,,﻿Goodhue County,﻿Goodhue County,﻿Belvidere,,,,44.420421,-92.702154,﻿stp.mn.0062,﻿Visited by Rev. J.S. Knauff,,,,,,,,,,,,1869,122.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0065,﻿station,not recorded,English,,,,﻿Goodhue County,﻿Goodhue County,﻿Chered Grove,,,,44.231712,-92.837766,﻿stp.mn.0062,﻿Visited by Rev. J. Knauff,,,,,,,,,,,,1869,123.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0066,﻿station,not recorded,English,,,,﻿Goodhue County,﻿Goodhue County,﻿Frontenac,,,,44.231712,-92.837766,﻿stp.mn.0062,﻿Visited by Rev. J. Knauff,,,,,,,,,,,,1869,124.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0067,﻿station,not recorded,English,,,,﻿Goodhue County,﻿Wabasha County,﻿Mazeppa,,,,44.231712,-92.837766,﻿stp.mn.0062,﻿Visited by Rev. J. Knauff,,,,,,,,,,,,1869,125.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0068,﻿station,not recorded,English,,,,﻿Goodhue County,﻿Goodhue County,﻿Hay Creek,,,,44.231712,-92.837766,﻿stp.mn.0062,﻿Visited by Rev. J. Knauff,,,,,,,,,,,,1869,126.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0069,﻿church,﻿Church of St. Pius V.,English,,,,﻿Goodhue County,﻿Goodhue County,﻿Cannon Falls,,,,44.231712,-92.837766,﻿stp.mn.0035,﻿Visited by Rev. P. Bayer,,,,,,,,,,,,1869,127.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0186,﻿church,﻿Church of St. Felix,English,,,,﻿Wabasha County,﻿Wabasha County,﻿Wabasha,,,,44.231712,-92.837766,,﻿,,,﻿Rev.,﻿Jas. Trobec,,,,,,,,1869,128.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0187,﻿church,not recorded,English,,,,﻿Wabasha County,﻿Wabasha County,﻿Lake City,,,,44.449298,-92.266691,﻿stp.mn.0188,﻿Visited by Rev. Francis Toplak,,,,,,,,,,,,1869,129.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0188,﻿church,not recorded,English,,,,﻿Wabasha County,﻿Wabasha County,﻿West-Albany,,,,44.449298,-92.266691,,,,,﻿Rev.,﻿Francis Toplak,,,,,,,,1869,130.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0189,﻿church,not recorded,English,,,,﻿Wabasha County,﻿Wabasha County,﻿Highland,,,,44.449298,-92.266691,﻿stp.mn.0186,﻿Visited by Rev. Jas. Trobec,,,,,,,,,,,,1869,131.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0190,﻿church,not recorded,English,,,,﻿Wabasha County,﻿Wabasha County,﻿Pell,,,,44.449298,-92.266691,﻿stp.mn.0186,﻿Visited by Rev. Jas. Trobec,,,,,,,,,,,,1869,132.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0191,﻿station,not recorded,English,,,,﻿Wabasha County,﻿Wabasha County,﻿Minneiska,,,,44.449298,-92.266691,﻿stp.mn.0188,﻿Visited by Rev. Francis Toplak,,,,,,,,,,,,1869,133.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0192,﻿station,not recorded,English,,,,﻿Wabasha County,﻿Wabasha County,﻿Snake Creek,,,,44.449298,-92.266691,﻿stp.mn.0186,﻿Visited by Rev. Jas. Trobec,,,,,,,,,,,,1869,134.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0193,﻿station,not recorded,English,,,,﻿Wabasha County,﻿Wabasha County,﻿Sand Prairie,,,,44.351379,-91.973395,﻿stp.mn.0186,﻿Visited by Rev. Jas. Trobec,,,,,,,,,,,,1869,135.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0194,﻿station,not recorded,English,,,,﻿Wabasha County,﻿Wabasha County,﻿Plainview,,,,44.351379,-91.973395,﻿stp.mn.0186,﻿Visited by Rev. Jas. Trobec,,,,,,,,,,,,1869,136.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0195,﻿station,not recorded,English,,,,﻿Wabasha County,﻿Wabasha County,﻿Backer's Settlement,,,,44.351379,-91.973395,﻿stp.mn.0186,﻿Visited by Rev. Jas. Trobec,,,,,,,,,,,,1869,137.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0196,﻿church,﻿Church of St. Joseph,﻿German,,,,﻿Winona County,﻿Winona County,﻿Winona,,,,44.351379,-91.973395,,﻿,,,﻿Rev.,﻿A. Plut,,,,,,,,1869,138.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0197,﻿church,﻿Church of St. Thomas,﻿English,,,,﻿Winona County,﻿Winona County,﻿Winona,,,,44.055391,-91.666352,,﻿,,,﻿Rev.,﻿A. Plut,,,,,,,,1869,139.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0255,﻿station,not recorded,English,,,,﻿Winona County,,﻿Rollingstone,,,,44.055391,-91.666352,﻿stp.mn.0196,﻿Visited by Rev. A. Plut,,,,,,,,,,,,1869,140.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0199,﻿station,not recorded,English,,,,﻿Winona County,﻿Winona County,﻿Hart,,,,44.055391,-91.666352,﻿stp.mn.0196,﻿Visited by Rev. A. Plut,,,,,,,,,,,,1869,141.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0200,﻿church,not recorded,English,,,,﻿Winona County,﻿Winona County,﻿St. Charles,,,,44.055391,-91.666352,﻿stp.mn.0196,﻿Visited by Rev. A. Plut,,,,,,,,,,,,1869,142.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0201,﻿station,not recorded,English,,,,﻿Winona County,﻿Winona County,﻿Elba,,,,44.055391,-91.666352,﻿stp.mn.0196,﻿Visited by Rev. A. Plut,,,,,,,,,,,,1869,143.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0120,﻿church,not recorded,English,﻿church in course of erection,,,﻿Olmstead County,﻿Olmstead County,﻿Rochester,,,,44.055391,-91.666352,,﻿,,,﻿Rev.,﻿Thomas O'Gorman,,,,,,,,1869,144.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0121,﻿church,﻿Church of St. Bridget,English,,,,﻿Olmstead County,﻿Olmstead County,﻿Pleasant Grove,,,,44.055391,-91.666352,﻿stp.mn.0120,﻿Visited by Rev. Thomas O'Gorman,,,,,,,,,,,,1869,145.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0122,﻿station,not recorded,English,,,,﻿Olmstead County,﻿Olmstead County,﻿Marion,,,,44.055391,-91.666352,﻿stp.mn.0120,﻿Visited by Rev. Thomas O'Gorman,,,,,,,,,,,,1869,146.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0123,﻿station,not recorded,English,,,,﻿Olmstead County,﻿Olmstead County,﻿Salem,,,,44.055391,-91.666352,﻿stp.mn.0120,﻿Visited by Rev. Thomas O'Gorman,,,,,,,,,,,,1869,147.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0124,﻿station,not recorded,English,,,,﻿Olmstead County,﻿Olmstead County,﻿Haverhill,,,,44.055391,-91.666352,﻿stp.mn.0120,﻿Visited by Rev. Thomas O'Gorman,,,,,,,,,,,,1869,148.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0125,﻿station,not recorded,English,,,,﻿Olmstead County,﻿Olmstead County,﻿New-Haven,,,,44.055391,-91.666352,﻿stp.mn.0120,﻿Visited by Rev. Thomas O'Gorman,,,,,,,,,,,,1869,149.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0049,﻿church,not recorded,English,﻿Church in course of erection,,,﻿Fillmore County,﻿Fillmore County,﻿Preston,,,,44.055391,-91.666352,,﻿,,,﻿Rev.,﻿Jas. Halton,,,,,,,,1869,150.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0050,﻿church,not recorded,English,,,,﻿Fillmore County,﻿Fillmore County,﻿Chatfield,,,,43.841645,-92.189244,﻿stp.mn.0049,﻿Visited by Rev. Jas. Halton,,,,,,,,,,,,1869,151.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0051,﻿church,not recorded,English,,,,﻿Fillmore County,﻿Fillmore County,﻿Forestville,,,,43.841645,-92.189244,﻿stp.mn.0049,﻿Visited by Rev. Jas. Halton,,,,,,,,,,,,1869,152.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0052,﻿church,not recorded,English,,,,﻿Fillmore County,﻿Fillmore County,﻿Rushford,,,,43.81098,-91.749014,﻿stp.mn.0049,﻿Visited by Rev. Jas. Halton,,,,,,,,,,,,1869,153.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0053,﻿church,not recorded,English,,,,﻿Fillmore County,﻿Fillmore County,﻿Beaver,,,,43.81098,-91.749014,﻿stp.mn.0049,﻿Visited by Rev. Jas. Halton,,,,,,,,,,,,1869,154.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0054,﻿church,not recorded,English,,,,﻿Fillmore County,﻿Carlton County,﻿Carlton,,,,46.653197,-92.419222,﻿stp.mn.0049,﻿Visited by Rev. Jas. Halton,,,,,,,,,,,,1869,155.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0055,﻿church,not recorded,English,,,,﻿Fillmore County,﻿Fillmore County,﻿Spring Valley,,,,46.653197,-92.419222,﻿stp.mn.0049,﻿Visited by Rev. Jas. Halton,,,,,,,,,,,,1869,156.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0056,﻿church,not recorded,English,,,,﻿Fillmore County,﻿Fillmore County,﻿Newburgh,,,,43.567189,-91.814596,﻿stp.mn.0049,﻿Visited by Rev. Jas. Halton,,,,,,,,,,,,1869,157.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0083,﻿church,﻿Church of St. John Baptist,English,,,,﻿Houston County,﻿Houston County,﻿Caledonia,,,,43.567189,-91.814596,,﻿,,,﻿Rev.,﻿M. Sturenberg,,,,,,,,1869,158.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0085,﻿church,not recorded,English,,,,﻿Houston County,﻿Houston County,﻿Hokah,,,,43.759412,-91.346526,﻿stp.mn.0084,﻿Visited by Rev. F.X. Newbrand,,,,,,,,,,,,1869,159.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0086,﻿church,﻿Church of Crucifixion,English,,,,﻿Houston County,﻿Houston County,﻿La Crescent,,,,43.759412,-91.346526,﻿stp.mn.0084,﻿Visited by Rev. F.X. Newbrand,,,,,,,,,,,,1869,160.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0084,﻿church,not recorded,English,,,,﻿Houston County,﻿Houston County,﻿Brownsville,,,,43.694055,-91.279815,,﻿,,,﻿Rev.,﻿F.X. Newbrand,,,,,,,,1869,161.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0087,﻿station,not recorded,English,,,,﻿Houston County,﻿Houston County,﻿Riceford,,,,43.694055,-91.279815,﻿stp.mn.0084,﻿Visited by Rev. F.X. Newbrand,,,,,,,,,,,,1869,162.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0088,﻿station,not recorded,English,,,,﻿Houston County,﻿Houston County,﻿Jefferson,,,,43.516249,-91.280282,﻿stp.mn.0083,﻿Visited by Rev. M. Sturenberg,,,,,,,,,,,,1869,163.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0089,﻿station,not recorded,English,,,,﻿Houston County,﻿Houston County,﻿Freeburgh,,,,43.516249,-91.280282,﻿stp.mn.0083,﻿Visited by Rev. M. Sturenberg,,,,,,,,,,,,1869,164.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0090,﻿station,not recorded,English,,,,﻿Houston County,﻿Houston County,﻿Houston,,,,43.7633,-91.568476,﻿stp.mn.0083,﻿Visited by Rev. M. Sturenberg,,,,,,,,,,,,1869,165.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0174,﻿church,not recorded,English,,,,﻿Wright County,﻿Wright County,﻿Frankfort,,,,43.7633,-91.568476,,﻿,,,﻿Rev.,﻿G. Koering,,,,,,,,1869,166.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0175,﻿church,not recorded,English,,,,﻿Wright County,﻿Wright County,﻿Pelican Lake,,,,45.221653,-93.747239,﻿stp.mn.0174,﻿Visited by Rev. G. Koering,,,,,,,,,,,,1869,167.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0176,﻿church,not recorded,English,,,,﻿Wright County,﻿Wright County,﻿Franklin,,,,45.221653,-93.747239,﻿stp.mn.0174,﻿Visited by Rev. G. Koering,,,,,,,,,,,,1869,168.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0177,﻿church,not recorded,English,,,,﻿Wright County,﻿Wright County,﻿Waverly,,,,45.221653,-93.747239,,﻿,,,﻿Rev.,﻿C. Robert,,,,,,,,1869,169.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0178,﻿station,not recorded,English,,,,﻿Wright County,﻿Wright County,﻿French Lake,,,,45.221653,-93.747239,﻿stp.mn.0021,﻿Visited by Rev. C. Robert,,,,,,,,,,,,1869,170.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0179,﻿church,not recorded,English,,,,﻿Wright County,﻿Wright County,﻿Maple Lake,,,,45.229921,-94.003876,﻿stp.mn.0174,﻿Visited by Rev. G. Koering,,,,,,,,,,,,1869,171.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0180,﻿station,not recorded,English,,,,﻿Wright County,﻿Wright County,﻿Monticello,,,,45.229921,-94.003876,﻿stp.mn.0174,﻿Visited by Rev. G. Koering,,,,,,,,,,,,1869,172.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0181,﻿station,not recorded,English,,,,﻿Wright County,﻿Wright County,﻿Rockford,,,,45.087286,-93.741509,﻿stp.mn.0174,﻿Visited by Rev. G. Koering,,,,,,,,,,,,1869,173.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0138,﻿church,﻿Church of Immaculate Conception,English,,,,﻿Stearns County,﻿Stearns County,﻿St. Cloud,,,,45.087286,-93.741509,,﻿,,,﻿Rev.,﻿M. Stuckinkemper,﻿O.S.B.,,,,,,,1869,174.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0138,﻿church,﻿Church of Immaculate Conception,English,,,,﻿Stearns County,﻿Stearns County,﻿St. Cloud,,,,45.087286,-93.741509,,﻿,,,﻿Rev.,﻿Joseph Vill,﻿O.S.B.,,,,,,,1869,175.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0139,﻿church,﻿Church of SS. Peter and Paul,English,,,,﻿Stearns County,﻿Stearns County,﻿Richmond,,,,45.087286,-93.741509,,﻿,,,﻿Rev.,﻿A. Casper,﻿O.S.B.,,,,,,,1869,176.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0139,﻿church,﻿Church of SS. Peter and Paul,English,,,,﻿Stearns County,﻿Stearns County,﻿Richmond,,,,45.087286,-93.741509,,﻿,,,﻿Rev.,﻿A. Fraudendorfer,﻿O.S.B.,,﻿Clinton P.O.,,,,,1869,177.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0140,﻿church,﻿Church of St. Joseph,English,,,,﻿Stearns County,﻿Stearns County,﻿St. Joseph,,,,45.087286,-93.741509,,﻿,,,﻿Rev.,﻿C. Wittman,﻿O.S.P.,,﻿Clinton P.O.,,,,,1869,178.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0141,﻿church,﻿Church of SS. Peter and Paul,English,,,,﻿Stearns County,﻿Stearns County,﻿New-Munich,,,,45.087286,-93.741509,﻿stp.mn.0139,﻿Visited from Richmond,,,,,,,,,,,,1869,179.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0142,﻿church,﻿Church of St. James,English,,,,﻿Stearns County,﻿Stearns County,﻿Wakefield,,,,45.087286,-93.741509,﻿stp.mn.0139,﻿Visited from Richmond,,,,,,,,,,,,1869,180.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0143,﻿church,not recorded,English,,,,﻿Stearns County,﻿Stearns County,﻿Sauk Centre,,,,45.737465,-94.952522,,﻿Visited by Rev. A. Burns,,,,,,,,,,,,1869,181.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0144,﻿church,not recorded,English,,,,﻿Stearns County,﻿Stearns County,﻿St. Rupert,,,,45.737465,-94.952522,,﻿Visited by Rev. A. Burns,,,,,,,,,,,,1869,182.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0145,﻿church,not recorded,English,,,,﻿Stearns County,﻿Stearns County,﻿St. Benedict,,,,45.608555,-94.45359,,﻿Visited by Rev. A. Burns,,,,,,,,,,,,1869,183.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0105,﻿church,not recorded,English,,,,﻿Meeker County,﻿Meeker County,﻿Forest City,,,,45.608555,-94.45359,,﻿Visited by Rev. Augustin Burns,,,,,,,,,,,,1869,184.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0106,﻿station,not recorded,English,,,,﻿Meeker County,﻿Meeker County,﻿Greenleaf,,,,44.996351,-94.499434,,﻿Visited by Rev. Augustin Burns,,,,,,,,,,,,1869,185.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0256,﻿station,not recorded,English,"﻿new counties, scattering families",,,"﻿Kandiyohi, Monongalia, Pope, and Douglas",,,,,,44.996351,-94.499434,,﻿Visited occasionally by Rev. Augustin Burns,,,,,,,,,,,,1869,186.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0113,﻿church,not recorded,English,,,,﻿Morrison County,﻿Morrison County,﻿Belle Prairie,,,,46.03469,-94.251563,,﻿,,,﻿Rev.,﻿Joseph Buh,,,,,,,,1869,187.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0114,﻿church,not recorded,English,,,,﻿Morrison County,﻿Morrison County,﻿Little Falls,,,,46.03469,-94.251563,﻿stp.mn.0113,﻿Visited by Rev. Joseph Buh,,,,,,,,,,,,1869,188.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0115,﻿church,﻿Church of Holy Cross,English,,,,﻿Morrison County,﻿Morrison County,﻿Two Rivers,,,,45.79997,-94.34969,﻿stp.mn.0113,﻿Visited by Rev. Joseph Buh,,,,,,,,,,,,1869,189.0,﻿,﻿,﻿StPaul,StPaul
﻿stp.mn.0031,﻿church,﻿Church of St. Francis Xavier,English,,,,﻿Crow Wing County,﻿Crow Wing County,﻿Crow Wing,,,,45.79997,-94.34969,,﻿,,﻿fra_x_pierz_001,﻿Rev.,﻿T. Pierze,,,,,,,,1869,190.0,﻿,﻿,﻿StPaul,StPaul
