instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿bos.ma.0001,﻿cathedral,﻿Cathedral of the Holy Cross,English,,,,,﻿Suffolk County,﻿Boston,﻿Boston,﻿MA,﻿MA,42.35606338,-71.05825821,,,,﻿ben_fenwick_901,﻿Rt Rev.,﻿Benedict Fenwick,﻿D. D.,,,,,,,1837,﻿https://bostoncathedral.com/history,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001,﻿cathedral,﻿Cathedral of the Holy Cross,English,,,,,﻿Suffolk County,﻿Boston,﻿Boston,﻿MA,,42.35606338,-71.05825821,,,,﻿wil_tyler_901,﻿V. Rev.,﻿William Tyler,,,,,,,,1837,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001,﻿cathedral,﻿Cathedral of the Holy Cross,English,,,,,﻿Suffolk County,﻿Boston,﻿Boston,﻿MA,,42.35606338,-71.05825821,,,,﻿mic_healy_901,﻿V. Rev.,﻿Michael Healy,,,,,,,,1837,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0002,﻿church,﻿St. Mary's,English,,,,,﻿Suffolk County,﻿Boston,,﻿MA,,42.35606338,-71.05825821,,,,﻿wil_wiley_901,﻿Rev.,﻿William Wiley,,,,,,,,1837,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0002,﻿church,﻿St. Mary's,English,,,,,﻿Suffolk County,﻿Boston,,﻿MA,,42.35606338,-71.05825821,,,,﻿pat_byrne_901,﻿Rev.,﻿Patrick Byrne,,,,,,,,1837,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001_02,﻿chapel,﻿St. Aloysius' Chapel,English,"﻿under the Cathedral, is appropriated exclusively to the use of the male children of the Congregation",,,,﻿Suffolk County,﻿Boston,,﻿MA,﻿MA,42.35606338,-71.05825821,,,,﻿jam_conway_901,﻿Rev.,﻿James Conway,,,,,,,,1837,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0012,﻿church,﻿St. Augustin's,English,,﻿South Boston,,,﻿Suffolk County,﻿Boston,﻿Boston,﻿MA,﻿MA,42.334167,-71.049444,,,,﻿joh_mahoney_901,﻿Rev.,﻿John Mahony,,,,,,,,1837,﻿https://en.wikipedia.org/wiki/Saint_Augustine_Chapel_and_Cemetery ; https://www.gateofheavenstbrigid.org/st-augustine-cemetery-chapel,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0055,﻿church,﻿St. Mary's,English,,,,,﻿Suffolk County,﻿Charlestown,﻿Charlestown,﻿MA,﻿MA,42.37391065,-71.06582063,,,,﻿p_byrne_901,﻿Rev.,﻿P. Byrne,,,,,,,,1837,﻿https://en.wikipedia.org/wiki/St._Mary_%E2%80%93_St._Catherine_of_Siena_Parish,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0054,﻿church,not recorded,English,,,,,﻿Providence County,﻿Canton,﻿Canton,﻿MA,﻿MA,42.1764,-71.12907,,,﻿[visited] once a month [by] Rev. J. Mahony,﻿joh_mahoney_901,﻿Rev.,﻿J. Mahony,,,,,,,,1837,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0074,﻿church,not recorded,English,,,,,﻿Bristol County,﻿Fall River,﻿Fall River,﻿MA,﻿MA,41.6989912,-71.1575452,,,﻿[visited] once a month [by] Rev. John Corry,﻿joh_corry_901,﻿Rev.,﻿John Corry,,,,,,,,1837,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0109,﻿church,﻿St. Patrick's,English,,,,,﻿Middlesex County,﻿Lowell,﻿Lowell,﻿MA,﻿MA,42.64521758,-71.31773031,,,,﻿edw_j_mccool_901,﻿Rev.,﻿Edward McCool,,,,,,,,1837,﻿https://www.stpatricklowell.org/our-history-2/,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0113,﻿church,not recorded,English,,,,,﻿Essex County,﻿Lynn,﻿Lynn,﻿MA,﻿MA,42.46359737,-70.95198052,,,﻿[visited] once a month [by] Rev. John D. Brady,﻿joh_d_brady_901,﻿Rev.,﻿John D. Brady,,,,,,,,1837,"﻿https://www.americanancestors.org/databases/massachusetts-image-only-roman-catholic-archdiocese-of-boston-records-1789-1900/image?pageName=Index&volumeId=48802 ; took a while to figure out if this church was really the same this far back. The church history doesn't make it clear. However, it appears that this set of church records confirms that it goes back to 1837 officially. Seems like, per church history, the church might been destroyed or burned down or they grew out of it. https://www.lynncatholic.org/history ; https://historyofmassachusetts.org/lynn-ma-history/",﻿,﻿,﻿Boston,Boston
﻿bos.ma.0131,﻿church,not recorded,English,,,,,﻿Essex County,﻿Newburyport,﻿Newburyport,﻿MA,﻿MA,42.80895823,-70.87462969,,,﻿[visited] once a month [by] Rev. P. Canavan,﻿pat_canavan_901,﻿Rev.,﻿P. Canavan,,,,,,,,1837,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0129,﻿church,not recorded,English,,,,,﻿Bristol County,﻿New Bedford,﻿New Bedford,﻿MA,﻿MA,41.66459998,-70.92578734,,,,﻿joh_d_brady_901,﻿Rev.,﻿John Brady,,,,,,,,1837,﻿https://www.fallriverdiocese.org/about/about-history/,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0154,﻿church,﻿St. Peter's,English,,,,,﻿Barnstable County,﻿Sandwich,﻿Sandwich,﻿MA,﻿MA,41.75025,-70.50793,,,,﻿joh_d_brady_901,﻿Rev.,﻿John Brady,,,,,,,,1837,﻿https://www.fostasandwich.com/firstcatholicchurch,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0152,﻿church,﻿St. Mary's,English,,,,,﻿Essex County,﻿Salem,﻿Salem,﻿MA,﻿MA,42.52128369,-70.88989474,,,,﻿joh_d_brady_901,﻿Rev.,﻿John D. Brady,,,,,,,,1837,﻿https://salempl.org/wiki/index.php?title=Immaculate_Conception_Church ;  https://www.mqoa.org/,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0170,﻿church,﻿St. Mary's,English,,,,,﻿Bristol County,﻿Taunton,﻿Taunton,﻿MA,﻿MA,41.90740112,-71.09239998,,,,﻿joh_corry_901,﻿Rev.,﻿John Corry,,,,,,,,1837,﻿https://www.cntaunton.org/parish-history.html,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0179,﻿church,not recorded,English,,,,,﻿Middlesex County,﻿Waltham,﻿Waltham,﻿MA,﻿MA,42.37834543,-71.23701319,,,﻿[visited] once a month [by] Rev. Thomas Lynch,﻿tho_lynch_001,﻿Rev.,﻿Thomas Lynch,,,,,,,,1837,﻿https://www.stmarywaltham.org/parish-history,﻿,﻿,﻿Boston,Boston
